city,date,title,subtitle,price_per_night (zl),original_price (zl),availability,total_price (zl),beds,star,number_of_ratings
"Katowice, Poland",2023-08-19,Apartment in Katowice,KT103u Two Bedroom Apartment,446,571,Aug 21 - 26,"2,230",3 beds,5.0,9
"Katowice, Poland",2023-08-19,Apartment in Sosnowiec,Jagiellonska 2 & You,239,309,Aug 22 - 27,"1,195",2 beds,4.79,14
"Katowice, Poland",2023-08-19,Apartment in Katowice,Apartment on Fancuska Street,242,242,Sep 29 - Oct 4,"1,209",1 double bed,4.96,24
"Katowice, Poland",2023-08-19,Apartment in Katowice,Kattowitz Slovakian Apartments 1,260,260,Aug 21 - 26,"1,300",2 double beds,5.0,4
"Katowice, Poland",2023-08-19,Apartment in Katowice,Central Apartment - First District,255,255,Sep 4 - 10,"1,526",1 bed,4.92,13
"Katowice, Poland",2023-08-19,Condo in Katowice,Attic studio flat downtown Katowice,241,241,Sep 20 - 25,"1,203",1 sofa bed,4.84,45
"Katowice, Poland",2023-08-19,Apartment in Katowice,Studio 33,529,529,Aug 27 - Sep 1,"2,641",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Katowice, Poland",2023-08-19,Apartment in Katowice,Apartament Bagdus,176,176,Aug 28 - Sep 2,880,2 beds,4.75,4
"Katowice, Poland",2023-08-19,Apartment in Katowice,Mural Apartment in Katowice Nikishovec,457,497,Aug 21 - 28,"3,195",2 beds,5.0,10
"Katowice, Poland",2023-08-19,Apartment in Katowice,Sunny apartment,374,494,Aug 21 - 26,"1,866",1 double bed,5.0,9
"Katowice, Poland",2023-08-19,Apartment in Katowice,V3 MONIUSZKI 14B/8,611,611,Aug 31 - Sep 5,"3,051",4 beds,4.87,85
"Katowice, Poland",2023-08-19,Room in Katowice,Katowice Room,420,420,Aug 19 - 26,"2,934",4 beds,4.63,8
"Katowice, Poland",2023-08-19,Room in Katowice,A room with a purple door in a charming townhouse,165,165,Aug 28 - Sep 2,825,4 beds,4.82,11
"Katowice, Poland",2023-08-19,Room in Katowice,A room with a blue door in a charming tenement house,182,182,Aug 27 - Sep 1,910,4 beds,4.93,28
"Katowice, Poland",2023-08-19,Apartment in Katowice,Apartment near Dobra,304,304,Aug 27 - Sep 1,"1,520",2 beds,4.8,5
"Katowice, Poland",2023-08-19,Apartment in Katowice,Urban Apartments Premium Downtown  Nr 69 - Garage,429,429,Sep 6 - 11,"2,145",2 beds,5.0,14
"Katowice, Poland",2023-08-19,Apartment in Katowice,Kima Bazantow Apartment 29,251,251,Aug 27 - Sep 1,"1,255",1 sofa bed,5.0,16
"Katowice, Poland",2023-08-19,Apartment in Katowice,Unique & modern apartment in a hotel style,268,268,Aug 21 - 26,"1,338",2 beds,4.83,36
"Katowice, Poland",2023-08-19,Apartment in Chorzow,"Urban Apartments Studio Nr 4A, Chorzow Katowice",299,299,Aug 31 - Sep 5,"1,495",4 beds,5.0,51
"Katowice, Poland",2023-08-19,Apartment in Katowice,Harbor Apartments - Z58C,214,214,Aug 20 - 25,"1,069",2 beds,4.63,8
"Katowice, Poland",2023-08-19,Apartment in Katowice,Apartment Oficina Jagielloska 11 -  Katowice,388,388,Aug 27 - Sep 1,"1,937",2 beds,4.97,36
"Katowice, Poland",2023-08-19,Condo in Katowice,Lovely 2-bedroom apartment in Katowice,337,337,Aug 27 - Sep 1,"1,684",3 beds,4.58,12
"Katowice, Poland",2023-08-19,Apartment in Katowice,Lovely apartment with terrace - 4 towers,243,243,Aug 29 - Sep 4,"1,455",1 bed,5.0,18
"Katowice, Poland",2023-08-19,Apartment in Katowice,Luxury apartment in the city center,226,251,Sep 2 - 9,"1,579",2 beds,4.85,60
"Katowice, Poland",2023-08-19,Apartment in Katowice,Studio Apartment C City Center-Self Check in 24h,220,220,Sep 3 - 8,"1,100",1 sofa bed,4.72,61
"Katowice, Poland",2023-08-19,Condo in Ruda Slaska,Sunny 2-room apartment,182,182,Aug 20 - 25,908,3 beds,4.93,15
"Katowice, Poland",2023-08-19,Apartment in Katowice,Apartament z tarasem,264,264,Sep 17 - 22,"1,320",2 sofa beds,4.76,82
"Katowice, Poland",2023-08-19,Apartment in Katowice,"Apartment in the center of Katowice, SAUCER, Market Square",587,883,Aug 29 - Sep 3,"2,934",3 beds,4.86,29
"Katowice, Poland",2023-08-19,Apartment in Katowice,Pazantovo Apartment,235,235,Aug 27 - Sep 1,"1,174",4 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Katowice, Poland",2023-08-19,Apartment in Katowice,"Apartament ""Paryski""",403,403,Aug 26 - 31,"2,013",3 beds,5.0,4
"Katowice, Poland",2023-08-19,Apartment in Katowice,Apartments Tespis No.3 (John Baildona 24C/22),288,288,Aug 27 - Sep 2,"1,727",1 double bed,4.83,24
"Katowice, Poland",2023-08-19,Apartment in Katowice,Harbor Apartments - Z57A,189,189,Nov 3 - 8,945,1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Katowice, Poland",2023-08-19,Apartment in Chorzow,Apartment at the Theatre,200,200,Aug 27 - Sep 1,"1,000",1 double bed,New,New
"Katowice, Poland",2023-08-19,Condo in Katowice,Philharmonic DeLuxe Apartment,451,451,Aug 28 - Sep 3,"2,704",2 beds,5.0,4
"Katowice, Poland",2023-08-19,Apartment in Ruda Slaska,"Przytulny apartament w kamienicy. Osiedle ""Neubau""",199,199,Aug 20 - 25,992,1 double bed,4.91,35
"Katowice, Poland",2023-08-19,Apartment in Katowice,KATO Apartments Centrum Moniuszki 12/4D,212,212,Aug 29 - Sep 3,"1,058",2 single beds,4.78,73
"Katowice, Poland",2023-08-19,Apartment in Katowice,Kima Apartament Bazantow 40,251,251,Aug 27 - Sep 1,"1,255",1 sofa bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Katowice, Poland",2023-08-19,Apartment in Katowice,Apartament Komfort Parkcity,224,224,Aug 21 - 26,"1,120",1 bed,4.59,17
"Katowice, Poland",2023-08-19,Apartment in Chorzow,Apartamenty Yeti & Wilka: Wilk,394,394,Aug 20 - 26,"2,359",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Katowice, Poland",2023-08-19,Apartment in Katowice,Wincentego Styczynskiego 3/21a,337,337,Aug 31 - Sep 5,"1,685",1 sofa bed,New,New
"Katowice, Poland",2023-08-19,Hostel in Katowice,Comfort Triple Room,170,170,Aug 20 - 25,850,3 beds,4.75,12
"Katowice, Poland",2023-08-19,Apartment in Katowice,Fancy Apartment Nikiszowiec - Zielony,541,541,Aug 27 - Sep 1,"2,703",2 beds,5.0,5
"Katowice, Poland",2023-08-19,Apartment in Katowice,Apartment 2A pleasant  with  separate entrance,224,224,Aug 21 - 26,"1,116",1 bed,4.55,11
"Katowice, Poland",2023-08-19,Apartment in Chorzow,"Urban Apartments Studio Nr 2A, Chorzow Katowice",299,299,Sep 4 - 9,"1,495",1 double bed,5.0,15
"Katowice, Poland",2023-08-19,Apartment in Katowice,Eleven Apartments. A,304,304,Aug 20 - 25,"1,520",1 double bed,5.0,3
"Katowice, Poland",2023-08-19,Apartment in Katowice,"Katowice 3 Maja, apartment in the very center",404,464,Sep 1 - 6,"2,020",3 beds,5.0,4
"Katowice, Poland",2023-08-19,Apartment in Katowice,Mosquito SILESIA Apartments - GREEN,405,405,Aug 27 - Sep 1,"2,025",3 beds,4.88,26
"Katowice, Poland",2023-08-19,Apartment in Katowice,Kosciuszki Charming & Cozy Apartment,270,270,Aug 20 - 25,"1,350",2 beds,3.75,4
"Katowice, Poland",2023-08-19,Apartment in Katowice,Kosciuszki Charming & Cozy GREEN,331,331,Aug 21 - 26,"1,655",2 beds,New,New
"Katowice, Poland",2023-08-19,Apartment in Katowice,Apartment for rent,294,294,Aug 29 - Sep 3,"1,467",3 beds,New,New
"Katowice, Poland",2023-08-19,Apartment in Siemianowice Slaskie,Apartment KAJA - Siemianowice Slaskie,200,200,Aug 27 - Sep 1,"1,000",3 beds,4.92,26
"Katowice, Poland",2023-08-19,Condo in Katowice,Nikiszowiec - Modern Silesian Apartment,341,341,Aug 27 - Sep 1,"1,702",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Katowice, Poland",2023-08-19,Apartment in Ruda Slaska,"Apartament ""Nowy Verdon"" Ruda Slaska",202,202,Sep 6 - 11,"1,007",2 beds,4.93,41
"Gdansk, Poland",2023-08-19,Apartment in Srodmiescie,Artistic studio flat in the middle of old town,224,224,Sep 3 - 8,"1,120",1 bed,4.77,83
"Gdansk, Poland",2023-08-19,Room in Srodmiescie,Moon Hostel Gdansk pokoj 1 os SINGIEL,182,182,Sep 27 - Oct 2,908,1 bed,4.43,139
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Zaciszny Apartment,242,269,Sep 1 - 6,"1,209",2 beds,4.9,39
"Gdansk, Poland",2023-08-19,Apartment in Oliwa,Oliwa Park Apartment - Aloha,141,141,Oct 27 - Nov 1,705,1 single bed,4.98,46
"Gdansk, Poland",2023-08-19,Apartment in Srodmiescie,Modern Studio in Seredin Townhouse,118,118,Aug 20 - 25,587,1 single bed,3.77,13
"Gdansk, Poland",2023-08-19,Apartment in Srodmiescie,Peaceful Stay/Heart of Gdansk/Unforgettable,195,195,Aug 27 - Sep 1,972,4 beds,4.83,132
"Gdansk, Poland",2023-08-19,Guesthouse in Gdansk,Drewniana chatka na Wyspie Sobieszewskiej,188,188,Sep 3 - 8,939,4 beds,4.76,76
"Gdansk, Poland",2023-08-19,Apartment in Wrzeszcz Gorny,3 room apartment between Old Town and the sea :),235,235,Sep 3 - 8,"1,174",2 double beds,4.85,386
"Gdansk, Poland",2023-08-19,Apartment in Jasien,Apartment  Hanging Gardens  Gdansk,166,201,Aug 28 - Sep 2,828,2 single beds,5.0,25
"Gdansk, Poland",2023-08-19,Room in Brzezno,small room near the sea #2,157,157,Aug 21 - 27,939,2 single beds,4.78,23
"Gdansk, Poland",2023-08-19,Room in Stogi,Small Room,126,126,Aug 20 - 25,628,2 single beds,4.61,31
"Gdansk, Poland",2023-08-19,Room in Jasien,Lavender Dream,153,153,Aug 27 - Sep 1,763,2 single beds,5.0,3
"Gdansk, Poland",2023-08-19,Room in Srodmiescie,Pokoj nr 2 Stare Miasto ul. Szeroka 32/33,182,182,Aug 22 - 27,910,2 single beds,4.41,22
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Apartment Storczykowa Airport,198,240,Aug 20 - 26,"1,183",1 double bed,New,New
"Gdansk, Poland",2023-08-19,Room in Sektory 4,Private Room Nocleg Jedynka na Zaspa Gdansk,130,130,Aug 28 - Sep 2,646,1 double bed,4.94,52
"Gdansk, Poland",2023-08-19,Room in Sektory 4,Single room in Oliwa,117,117,Sep 3 - 9,697,1 double bed,5.0,5
"Gdansk, Poland",2023-08-19,Place to stay in Brzezno,Single room HearTheSeaApartament,144,144,Aug 30 - Sep 4,716,1 bed,New,New
"Gdansk, Poland",2023-08-19,Hotel in Srodmiescie,Apartament double,254,254,Sep 18 - 23,"1,269",1 bed,4.67,9
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Sunbathing 2 rooms,202,202,Sep 16 - 21,"1,009",2 sofa beds,4.72,18
"Gdansk, Poland",2023-08-19,Room in Gdansk,room close to the sea #3,161,161,Aug 21 - 27,962,2 sofa beds,4.82,28
"Gdansk, Poland",2023-08-19,Camper/RV in Gdansk,Przyczepa kempingowa Hobby 710,122,147,Aug 20 - 25,606,2 beds,New,New
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Modern Studio in Seredin Townhouse,141,141,Aug 22 - 27,703,2 beds,4.35,17
"Gdansk, Poland",2023-08-19,Room in Gdansk,"Room no. 3 of the city center, ul. Szeroka 32/33",182,182,Aug 20 - 26,"1,091",2 beds,4.64,22
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Apartament Wrzeszcz Kliniczna3,264,264,Aug 26 - 31,"1,320",2 beds,New,New
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Apartament Nadrzeczny * Old Town View * CENTRUM,395,436,Aug 19 - 24,"1,975",2 beds,4.74,42
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,BE IN GDANSK Apartments- St.Mary's street Studio#1,390,390,Aug 19 - 24,"1,948",1 king bed,4.65,49
"Gdansk, Poland",2023-08-19,Room in Gdansk,Hatka Kubusia Puhatka,124,124,Aug 22 - 27,620,1 king bed,4.82,79
"Gdansk, Poland",2023-08-19,Room in Gdansk,Cosy Space Apartments - 2-prv bathroom and balcony,250,320,Aug 21 - 26,"1,249",1 king bed,4.92,236
"Gdansk, Poland",2023-08-19,Room in Gdansk,room close to sea #1,154,154,Aug 22 - 29,"1,074",1 king bed,4.7,30
"Gdansk, Poland",2023-08-19,Room in Gdansk,Rooms Albert,147,147,Sep 13 - 18,735,1 king bed,5.0,13
"Gdansk, Poland",2023-08-19,Guesthouse in Gdansk,Wooden hut in the Baltic Island and Vistula,306,350,Aug 23 - 28,"1,526",4 single beds,4.84,58
"Gdansk, Poland",2023-08-19,Room in Gdansk,"Room near the beach, 10 minutes to the center",285,285,Aug 28 - Sep 3,"1,705",4 single beds,5.0,25
"Gdansk, Poland",2023-08-19,Home in Lapino Kartuskie,Lakefront apartment near Gdansk,218,218,Aug 28 - Sep 3,"1,303",1 bed,New,New
"Gdansk, Poland",2023-08-19,Room in Gdansk,Gdansk-Shout of the Partisans - when you travel alone,177,177,Aug 21 - 26,881,1 bed,4.67,6
"Gdansk, Poland",2023-08-19,Room in Gdansk,Sobieski Room,192,192,Aug 19 - 24,956,1 bed,New,New
"Gdansk, Poland",2023-08-19,Room in Gdansk,Room for one person Gdansk,112,123,Aug 22 - 29,782,1 bed,3.33,3
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Artistic Apartament Starowka,188,283,Aug 21 - 26,939,2 beds,3.0,3
"Gdansk, Poland",2023-08-19,Room in Gdansk,room close to center #1,151,151,Aug 19 - 24,751,2 beds,4.77,13
"Gdansk, Poland",2023-08-19,Room in Gdansk,room in wrzeszcz,201,201,Aug 29 - Sep 3,"1,001",2 beds,4.85,97
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Soul Food Apartments,293,380,Aug 27 - Sep 1,"1,461",2 beds,4.83,339
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Winter Residence- Elegant & Modern City Centre Ap.,293,321,Sep 10 - 15,"1,465",2 beds,4.81,16
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Seaside apartments - Apartament ul. Rybaki Dolne 2,309,344,Aug 20 - 27,"2,162",2 beds,4.77,53
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Loft studio in Seredynski,150,150,Aug 23 - 28,746,2 beds,4.75,4
"Gdansk, Poland",2023-08-19,Room in Gdansk,House Kubusia Puchatka,124,124,Aug 22 - 27,620,2 beds,4.76,85
"Gdansk, Poland",2023-08-19,Room in Gdansk,Same Old Town Center,230,289,Aug 20 - 25,"1,150",2 beds,4.71,17
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,"Mini studio
 with loft bathroom",175,175,Aug 25 - 30,874,1 sofa bed,4.8,291
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Luka Apartment in the Heart of Old Town,263,263,Sep 17 - 22,"1,313",1 bed,4.94,305
"Gdansk, Poland",2023-08-19,Room in Gdansk,"Double room , single room, single bedroom GDANSK ZASPA",141,141,Aug 22 - 27,704,1 bed,4.8,15
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Cozy Place - Gdansk,219,219,Sep 12 - 17,"1,091",1 double bed,4.86,64
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,BE IN GDANSK Apartments - SZEROKA SUITE - OLD TOWN,468,468,Aug 19 - 24,"2,340",1 double bed,4.81,63
"Gdansk, Poland",2023-08-19,Apartment in Gdynia,Studio with Garden,130,130,Aug 26 - 31,646,1 bed,4.98,80
"Gdansk, Poland",2023-08-19,Room in Gdansk,Close to the beach and Sopot.,162,193,Aug 30 - Sep 4,810,1 bed,4.91,86
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Mariacka City Centre,329,403,Aug 27 - Sep 1,"1,643",2 beds,4.93,400
"Gdansk, Poland",2023-08-19,Room in Gdansk,Single room in a quiet part of Gdansk,143,143,Aug 23 - 28,711,2 beds,4.54,26
"Gdansk, Poland",2023-08-19,Place to stay in Gdansk,Double Room HearTheSeaApartament,159,159,Aug 30 - Sep 5,953,1 bed,New,New
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Browar Gdanski  Superior Business Studio for 2 ,314,314,Aug 23 - 28,"1,566",1 double bed,4.42,74
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Pink & Chic City View with Sauna and Gym,487,537,Aug 20 - 26,"2,917",2 beds,5.0,3
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Sunny Apartment,247,270,Aug 27 - Sep 1,"1,232",2 beds,4.96,46
"Gdansk, Poland",2023-08-19,Room in Gdansk,"Pokoj na Wajdeloty ,,Gdansk""",266,266,Aug 21 - 26,"1,326",2 beds,5.0,7
"Gdansk, Poland",2023-08-19,Room in Gdansk,"Room with private bathroom, 2km to the beach",134,134,Aug 20 - 25,669,2 beds,5.0,6
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,APARTAMENT Alfa Gdansk,296,366,Aug 28 - Sep 2,"1,479",3 beds,4.94,65
"Gdansk, Poland",2023-08-19,Room in Gdansk,Nice place in Old Town,301,368,Aug 20 - 25,"1,502",3 beds,4.94,108
"Gdansk, Poland",2023-08-19,Condo in Gdansk,Downtown 21,341,388,Aug 20 - 25,"1,702",1 double bed,4.93,28
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Modern Studio  in the Seredynski tenement house,154,154,Aug 25 - 31,920,1 bed,4.0,10
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,BE IN GDANSK - Apartment for 2 - heart of Old Town,371,441,Aug 20 - 25,"1,855",1 double bed,4.89,227
"Gdansk, Poland",2023-08-19,Apartment in Sopot,"Sopot600m-BeachGardenBBQParking SmartTV50""/WiFi",345,469,Aug 25 - 30,"1,725",1 double bed,4.75,191
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,"Apartment in a tenement house, Wrzeszcz",286,339,Aug 27 - Sep 1,"1,426",1 bed,4.94,87
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Gdansk Wrzeszcz charming cozy studio,281,334,Aug 20 - 26,"1,682",1 bed,4.93,30
"Gdansk, Poland",2023-08-19,Room in Gdansk,room close to center #3,146,146,Aug 23 - 30,"1,021",1 bed,4.77,13
"Gdansk, Poland",2023-08-19,Home in Gdansk,Lovely garden view apartment (20' from centre),187,289,Aug 27 - Sep 1,935,2 beds,4.85,88
"Gdansk, Poland",2023-08-19,Room in Gdansk,small room with balcony close to sea #4,173,173,Aug 27 - Sep 1,863,2 beds,4.68,25
"Gdansk, Poland",2023-08-19,Room in Gdansk,Lambert Room,192,192,Aug 19 - 24,956,2 beds,New,New
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Sunny apartment in September,298,353,Aug 27 - Sep 1,"1,488",2 beds,5.0,16
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Old Town apartment w. swimming pool,550,712,Aug 27 - Sep 1,"2,746",2 beds,4.77,248
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Pet friendly apartment | Parking | Gdansk Marina,334,334,Aug 21 - 26,"1,666",2 beds,New,New
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,"Motlawa Apartment, Old Town with the river view",272,359,Aug 30 - Sep 4,"1,360",2 queen beds,4.8,192
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Cozy apartment for 2 people,210,210,Aug 28 - Sep 2,"1,050",1 bed,5.0,3
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Studio Apartment with river view Granary Island,273,299,Sep 30 - Oct 5,"1,363",1 double bed,4.8,133
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,"Peaceful, close to everywhere",392,392,Aug 20 - 25,"1,960",1 double bed,4.76,85
"Gdansk, Poland",2023-08-19,Room in Gdansk,SUNNY room 2-1 pers. + near the SEA 3 km. + Wi-Fi,168,168,Aug 20 - 25,839,1 double bed,4.62,198
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Apartman Morski - Gdansk,190,206,Aug 23 - 30,"1,324",2 beds,4.88,41
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Gdansk Old Town Ogarna 31/32,224,224,Sep 16 - 21,"1,118",1 double bed,4.78,98
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Boutique Residence  Studio Deluxe  Wrzeszcz PKP,361,440,Aug 22 - 27,"1,804",2 beds,4.88,25
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,5/5 Apartament Gdansk Orunia,177,195,Aug 20 - 25,884,1 sofa bed,4.63,90
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Loft studio in Seredynski,145,145,Aug 23 - 29,867,1 sofa bed,3.8,5
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Comfort Apartment next to the ESC,346,380,Aug 23 - 28,"1,728",2 beds,5.0,4
"Gdansk, Poland",2023-08-19,Place to stay in Gdansk,Big Double Room HearTheSea Apt.,186,186,Aug 30 - Sep 4,927,1 bed,New,New
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Apartament z duzym tarasem Gdansk Nieborowska,292,292,Aug 27 - Sep 2,"1,749",1 double bed,5.0,114
"Gdansk, Poland",2023-08-19,Apartment in Sopot,IKA,270,338,Aug 28 - Sep 2,"1,350",1 sofa bed,4.89,240
"Gdansk, Poland",2023-08-19,Room in Gdansk,little gem room 15min to centrum,167,167,Aug 26 - 31,832,1 sofa bed,4.9,59
"Gdansk, Poland",2023-08-19,Apartment in Sopot,"Flat(level-1)Sopot 600m to the beach, parking",275,324,Aug 21 - 26,"1,373",3 beds,4.83,40
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,15 min by bike to the beautiful beach,282,345,Aug 24 - 30,"1,690",2 double beds,4.86,86
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,"Unique, design, modern studio in city center",303,362,Aug 23 - 28,"1,515",1 bed,4.72,208
"Gdansk, Poland",2023-08-19,Guest suite in Gdansk,Scandi Old Town Apartment,383,502,Aug 21 - 26,"1,913",1 king bed,4.85,300
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,AVRA Residence I Stare Miasto,349,506,Sep 9 - 14,"1,745",1 bed,4.7,57
"Gdansk, Poland",2023-08-19,Room in Gdansk,Room Albert,147,147,Sep 13 - 18,735,1 bed,4.8,5
"Gdansk, Poland",2023-08-19,Place to stay in Gdansk,August Room,193,193,Aug 20 - 25,962,1 bed,New,New
"Gdansk, Poland",2023-08-19,Condo in Gdansk, Dluga Street. Next to the Town Hall /44m2,504,504,Aug 20 - 27,"3,522",2 beds,4.96,187
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Przytulne poddasze w sercu Gdanska Attic in heart,305,334,Aug 27 - Sep 3,"2,134",1 double bed,4.94,400
"Gdansk, Poland",2023-08-19,Room in Gdansk,"Przymorski room ""Everywhere nearby""",147,147,Aug 28 - Sep 2,734,1 double bed,4.99,109
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Apartment in the gate of Chlebnicka - View of Motlawa,364,364,Sep 11 - 16,"1,819",1 double bed,4.85,110
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Apartment located in the centre,301,348,Aug 27 - Sep 1,"1,502",2 beds,4.39,144
"Gdansk, Poland",2023-08-19,Apartment in Gdansk,Studio apartment near the sea,264,264,Aug 28 - Sep 3,"1,584",1 bed,5.0,8
"Gdansk, Poland",2023-08-19,Room in Gdansk,5 Pokoj Gdansk Przymorze,125,136,Aug 25 - 30,622,1 bed,4.56,32
